Street,Avg_Latitude,Avg_Longitude,Total_Incidents,Avg_Congestion,Max_Congestion,Total_Injured,Point_Count
MELROSE AVE,40.823578,-73.91417,1,0.03,0.03,0,1
W 187 ST,40.853584,-73.93223,1,0.03,0.03,0,1
ADAM CLAYTON POWELL JR BLVD,40.814321,-73.94442,2,0.03,0.03,0,2
ANDERSON ROAD,40.684254,-73.762405,1,0.03,0.03,0,1
GRANDVIEW AVE,40.712215,-73.91116,1,0.03,0.03,0,1
55 DRIVE,40.726067,-73.9089,1,0.03,0.03,0,1
E 60 ST,40.761539,-73.964625,2,0.03,0.03,0,2
CHASE COURT,40.643158,-73.91796,1,0.03,0.03,0,1
EAST 219 STREET,40.88224,-73.858627,3,0.03,0.03,0,3
E 242 ST,40.905224,-73.84751,1,0.03,0.03,0,1
W 66 ST,40.773876,-73.98222,1,0.03,0.03,0,1
SUMMERFIELD AVENUE,40.69469,-73.90252,1,0.03,0.03,0,1
GREAT JONES STREET,40.726838,-73.992726,2,0.03,0.03,0,2
E 18 ST,40.609943,-73.9556,1,0.03,0.03,0,1
CENTRAL AVE,40.693239,-73.91663,2,0.03,0.03,0,2
MAUJER STREET,40.71074,-73.94548,1,0.03,0.03,0,1
212 PLACE,40.718952,-73.74726,1,0.03,0.03,0,1
CONCORD AVENUE,40.810092,-73.909228,2,0.03,0.03,0,2
CREAMER STREET,40.671627,-73.999664,1,0.03,0.03,0,1
BOONE AVENUE,40.833665,-73.88473,3,0.03,0.03,0,3
72 DRIVE,40.72275,-73.82944,2,0.03,0.03,0,2
ITHACA STREET,40.74297,-73.87568,1,0.03,0.03,0,1
LANETT AVENUE,40.599064,-73.74481,1,0.03,0.03,0,1
202 ST,40.71705,-73.759766,1,0.03,0.03,0,1
BEACH 47 STREET,40.59346,-73.777985,1,0.03,0.03,0,1
214 ST,40.718033,-73.74479,1,0.03,0.03,0,1
NAUGHTON AVENUE,40.58488,-74.09603,2,0.03,0.03,0,2
BARKLEY AVENUE,40.828243,-73.832146,1,0.03,0.03,0,1
63 DR,40.72489,-73.8657,1,0.03,0.03,0,1
31 PLACE,40.73796,-73.93588,1,0.03,0.03,0,1
SCHLEY AVENUE,40.81637,-73.83897,1,0.03,0.03,0,1
MEYER AVENUE,40.6878,-73.78949,1,0.03,0.03,0,1
NEWBOLD AVENUE,40.83406,-73.846217,3,0.03,0.03,0,3
GRAHAM COURT,40.775093,-73.846634,1,0.03,0.03,0,1
HEWES ST,40.704876,-73.9557,1,0.03,0.03,0,1
COLEMAN STREET,40.608807,-73.924126,1,0.03,0.03,0,1
NEWARK AVENUE,40.638657,-74.1433,1,0.03,0.03,0,1
71 DRIVE,40.710175,-73.84907,1,0.03,0.03,0,1
VIRGINIA AVENUE,40.758809,-73.929954,3,0.03,0.03,0,3
109 ROAD,40.70359,-73.765889,3,0.03,0.03,0,3
ALEXANDER HAMILTON BRIDGE,40.845566,-73.92849,1,0.03,0.03,0,1
GILES PLACE,40.87993,-73.89786,1,0.03,0.03,0,1
HARRISON PLACE,40.707676,-73.92386,1,0.03,0.03,0,1
MANHATTAN BR LOWER,40.709198,-73.991776,1,0.03,0.03,0,1
98 PLACE,40.7323,-73.85828,1,0.03,0.03,0,1
DEWEY AVENUE,40.821415,-73.82185,1,0.03,0.03,0,1
CARTER AVENUE,40.84707,-73.902054,1,0.03,0.03,0,1
DREISER LOOP,40.878464,-73.82828,1,0.03,0.03,0,1
E 76 ST,40.77039,-73.95412,1,0.03,0.03,0,1
46 AVE,40.74598,-73.94807,1,0.03,0.03,0,1
89 AVE,40.70576,-73.80166,1,0.03,0.03,0,1
ERSKINE PLACE,40.860004,-73.825424,1,0.03,0.03,0,1
ST PAULS PL,40.65245,-73.96344,1,0.03,0.03,0,1
EAST 209 STREET,40.876785,-73.87446,1,0.03,0.03,0,1
NETHERLAND AVENUE,40.629036,-74.16538,1,0.03,0.03,0,1
WAINWRIGHT AVENUE,40.557434,-74.17127,1,0.03,0.03,0,1
GRANITE STREET,40.682514,-73.907827,2,0.03,0.03,0,2
W 114 ST,40.803116,-73.95632,1,0.03,0.03,0,1
BEACH 40 STREET,40.59582,-73.77233,1,0.03,0.03,0,1
75 ST,40.693956,-73.869515,2,0.03,0.03,0,2
DARROW PLACE,40.878475,-73.83305,1,0.03,0.03,0,1
39 PLACE,40.743916,-73.92519,1,0.03,0.03,0,1
BEACH 32 STREET,40.593652,-73.76423,2,0.03,0.03,0,2
WALTON STREET,40.70092,-73.951294,1,0.03,0.03,0,1
JANET PLACE,40.75814,-73.83517,1,0.03,0.03,0,1
E 121 ST,40.802494,-73.940895,1,0.03,0.03,0,1
FURMAN STREET,40.693886,-73.999245,1,0.03,0.03,0,1
HAVILAND AVENUE,40.8313,-73.84458,1,0.03,0.03,0,1
BLEECKER ST,40.734986,-74.004845,2,0.03,0.03,0,2
DARTMOUTH STREET,40.721054,-73.8552,1,0.03,0.03,0,1
DITMARS BLVD,40.769885,-73.878155,2,0.03,0.03,0,2
142 ROAD,40.66876,-73.75669,1,0.03,0.03,0,1
SHERIDAN AVE,40.8297,-73.91931,1,0.03,0.03,0,1
S CONDUIT AVE,40.667396,-73.785598,3,0.03,0.03,0,3
CHRISTOPHER STREET,40.733098,-74.006145,2,0.03,0.03,0,2
STUYVESANT PLACE,40.643124,-74.07705,1,0.03,0.03,0,1
CLAVER PLACE,40.68148,-73.95736,1,0.03,0.03,0,1
161 PLACE,40.67784,-73.780266,1,0.03,0.03,0,1
VILLA AVENUE,40.87724,-73.88658,1,0.03,0.03,0,1
EAST 232 STREET,40.893665,-73.86063,1,0.03,0.03,0,1
ERICSSON PLACE,40.720436,-74.00671,1,0.03,0.03,0,1
71 AVE,40.7079,-73.8511,1,0.03,0.03,0,1
CHERRY AVE,40.752487,-73.82689,1,0.03,0.03,0,1
OLIVER STREET,40.71329,-73.998184,1,0.03,0.03,0,1
ELDER AVE,40.75097,-73.82577,1,0.03,0.03,0,1
E 102 ST,40.79105,-73.95137,1,0.03,0.03,0,1
WILLOW AVENUE,40.710865,-73.9922,2,0.03,0.03,0,2
114 DRIVE,40.696894,-73.760823,2,0.03,0.03,0,2
NEW HAVEN AVENUE,40.599913,-73.752265,2,0.03,0.03,0,2
191 STREET,40.7082,-73.7669,1,0.03,0.03,0,1
VAN SICKLEN STREET,40.599117,-73.97472,1,0.03,0.03,0,1
MARBLE HILL AVENUE,40.87722,-73.90905,1,0.03,0.03,0,1
LAMONT COURT,40.664127,-73.94409,1,0.03,0.03,0,1
WASHINGTON PARK,40.68962,-73.97313,1,0.03,0.03,0,1
MATHIAS AVENUE,40.69248,-73.785034,1,0.03,0.03,0,1
MOUNT EDEN PKWY,40.843174,-73.91195,1,0.03,0.03,0,1
74 ST,40.768345,-73.89527,1,0.03,0.03,0,1
88 AVENUE,40.708595,-73.7969,1,0.03,0.03,0,1
LOWELL STREET,40.825947,-73.88784,1,0.03,0.03,0,1
YELLOWSTONE BLVD,40.71401,-73.85964,1,0.03,0.03,0,1
MAPLEWOOD PLACE,40.575085,-74.10512,1,0.03,0.03,0,1
BATCHELDER STREET,40.587616,-73.93656,1,0.03,0.03,0,1
LOTT AVE,40.657803,-73.908676,1,0.03,0.03,0,1
MIDLAND PARKWAY,40.714677,-73.78328,2,0.03,0.03,0,2
96 ST,40.756943,-73.872215,1,0.03,0.03,0,1
WEST 81 STREET,40.78202,-73.97173,1,0.03,0.03,0,1
W 238 ST,40.885098,-73.90065,1,0.03,0.03,0,1
160 AVENUE,40.65804,-73.83572,1,0.03,0.03,0,1
BRONX PARK E,40.855484,-73.86982,1,0.03,0.03,0,1
51 AVE,40.740265,-73.87061,1,0.03,0.03,0,1
PHILIP AVENUE,40.827866,-73.823586,1,0.03,0.03,0,1
WILLOW RD W,40.624912,-74.1467,1,0.03,0.03,0,1
258 STREET,40.73133,-73.70805,1,0.03,0.03,0,1
BEACH 116 STREET,40.580787,-73.837752,2,0.03,0.03,0,2
CHURCH ST,40.713257,-74.009254,1,0.03,0.03,0,1
45 RD,40.757572,-73.77667,1,0.03,0.03,0,1
MADISON AVENUE BRIDGE PED & BI P,40.812073,-73.936035,1,0.03,0.03,0,1
TAIPEI COURT,40.78876,-73.852066,1,0.03,0.03,0,1
NEWEL STREET,40.726547,-73.94838,1,0.03,0.03,0,1
FDR DRIVE SB ENTRANCE E 63 ST,40.760216,-73.957535,1,0.03,0.03,0,1
EVELYN PLACE,40.859642,-73.90534,1,0.03,0.03,0,1
ATKINS AVE,40.66661,-73.87614,1,0.03,0.03,0,1
NEWKIRK AVE,40.63993,-73.94938,1,0.03,0.03,0,1
DYER AVENUE,40.757087,-73.995298,3,0.03,0.03,0,3
AUBURN PLACE,40.694333,-73.977025,2,0.03,0.03,0,2
CORBIN PLACE,40.58062,-73.95472,1,0.03,0.03,0,1
REDFERN AVE,40.606915,-73.752914,1,0.03,0.03,0,1
260 STREET,40.739261,-73.709043,2,0.03,0.03,0,2
EAST BROADWAY,40.71431,-73.987175,1,0.03,0.03,0,1
LORING AVENUE,40.66804,-73.86055,1,0.03,0.03,0,1
CENTRAL PARK W,40.788129,-73.967273,2,0.03,0.03,0,2
78 CRESCENT,40.714554,-73.83147,1,0.03,0.03,0,1
W 96 ST,40.793157,-73.968235,2,0.03,0.03,0,2
UNDERHILL AVE,40.746777,-73.79241,1,0.03,0.03,0,1
JUDGE ST,40.743755,-73.87925,1,0.03,0.03,0,1
45 ROAD,40.75757,-73.77668,1,0.03,0.03,0,1
MAPLETON AVENUE,40.574463,-74.092606,1,0.03,0.03,0,1
SEABRING STREET,40.68159,-74.007935,1,0.03,0.03,0,1
E 69 ST,40.76687,-73.95978,1,0.03,0.03,0,1
HOLLYWOOD AVENUE,40.776066,-73.74864,1,0.03,0.03,0,1
BENNETT AVENUE,40.853015,-73.93547,2,0.03,0.03,0,2
THAYER STREET,40.862246,-73.926302,2,0.03,0.03,0,2
WEAVER STREET,40.532158,-74.16766,1,0.03,0.03,0,1
DOYERS STREET,40.714005,-73.99749,1,0.03,0.03,0,1
WEST 240 STREET,40.886528,-73.89979,1,0.03,0.03,0,1
41 AVE,40.747314,-73.86935,1,0.03,0.03,0,1
UTOPIA PKWY,40.74247,-73.79248,2,0.03,0.03,0,2
N CONDUIT AVE,40.667744,-73.819085,3,0.03,0.03,0,3
AMITY PLACE,40.625805,-74.161315,2,0.03,0.03,0,2
MARTENSE STREET,40.651546,-73.95257,1,0.03,0.03,0,1
FATHER CAPODANNO BLVD,40.573063,-74.0877,1,0.03,0.03,0,1
W BROADWAY,40.72135,-74.00464,1,0.03,0.03,0,1
CHARLTON STREET,40.726955,-74.003456,1,0.03,0.03,0,1
CAMPUS RD,40.632492,-73.94959,1,0.03,0.03,0,1
FORSYTH STREET,40.717922,-73.9931,1,0.03,0.03,0,1
102 ROAD,40.680283,-73.85471,1,0.03,0.03,0,1
BAY 49 STREET,40.585976,-73.98799,1,0.03,0.03,0,1
BEDFORD STREET,40.729855,-74.00396,1,0.03,0.03,0,1
WHITESTONE EXPRESSWAY SR E,40.790855,-73.82214,1,0.03,0.03,0,1
WEST 197 STREET,40.87229,-73.90096,1,0.03,0.03,0,1
WEST 80 STREET,40.784527,-73.979485,1,0.03,0.03,0,1
KENT STREET,40.73115,-73.95179,1,0.03,0.03,0,1
MARGARET PLACE,40.705154,-73.85597,1,0.03,0.03,0,1
BUTTRICK AVENUE,40.82104,-73.82834,1,0.03,0.03,0,1
FINGERBOARD ROAD,40.604397,-74.069,1,0.03,0.03,0,1
FINGERBOARD RD,40.604397,-74.069,1,0.03,0.03,0,1
EAST 129 STREET,40.8076,-73.93719,1,0.03,0.03,0,1
W 47 ST,40.76161,-73.99032,1,0.03,0.03,0,1
REGENT PLACE,40.64596,-73.959703,2,0.03,0.03,0,2
DOVER STREET,40.709522,-74.00167,1,0.03,0.03,0,1
PINEAPPLE STREET,40.698536,-73.9943,1,0.03,0.03,0,1
VANDOREN STREET,40.740036,-73.85289,1,0.03,0.03,0,1
WOODBINE ST,40.694496,-73.91481,1,0.03,0.03,0,1
259 STREET,40.65501,-73.72964,1,0.03,0.03,0,1
BRUNER AVENUE,40.881711,-73.84215,2,0.03,0.03,0,2
16 STREET,40.665548,-73.991035,2,0.03,0.03,0,2
187 STREET,40.713306,-73.77438,1,0.03,0.03,0,1
65 LANE,40.71244,-73.89403,1,0.03,0.03,0,1
BAYVIEW AVENUE,40.521248,-74.204765,1,0.03,0.03,0,1
E 12 ST,40.586754,-73.95805,1,0.03,0.03,0,1
VANBUREN STREET,40.841175,-73.8701,1,0.03,0.03,0,1
242 ST,40.724884,-73.726,1,0.03,0.03,0,1
ASHWORTH AVE,40.589935,-74.14567,1,0.03,0.03,0,1
WILLIAMS COURT,40.586754,-73.95806,1,0.03,0.03,0,1
PARROTT PLACE,40.61516,-74.023964,1,0.03,0.03,0,1
201 PL,40.69098,-73.74877,1,0.03,0.03,0,1
LILY POND AVE,40.597862,-74.0629,1,0.03,0.03,0,1
FORD STREET,40.66602,-73.92947,1,0.03,0.03,0,1
MAPLE STREET,40.661247,-73.944185,2,0.03,0.03,0,2
THROGS NECK BRG,40.789352,-73.791794,1,0.03,0.03,0,1
CLINTON PLACE,40.85675,-73.90606,1,0.03,0.03,0,1
65 PL,40.740894,-73.899605,1,0.03,0.03,0,1
KELLY STREET,0.0,0.0,1,0.03,0.03,0,1
MARLBOROUGH ROAD,40.648376,-73.96579,1,0.03,0.03,0,1
HILBURN AVE,40.69893,-73.77036,1,0.03,0.03,0,1
LITTLE LEAGUE PLACE,40.84088,-73.83938,1,0.03,0.03,0,1
AMBOY LANE,40.717926,-73.735374,1,0.03,0.03,0,1
WYCKOFF ST,40.685223,-73.98871,1,0.03,0.03,0,1
CHESTER STREET,40.667047,-73.911047,2,0.03,0.03,0,2
153 LANE,40.666397,-73.785,1,0.03,0.03,0,1
WEST 185 STREET,40.852726,-73.93443,1,0.03,0.03,0,1
OCEANVIEW PLACE,40.543118,-74.15149,1,0.03,0.03,0,1
114 ROAD,40.693127,-73.760472,2,0.03,0.03,0,2
158 ST,40.673542,-73.780205,1,0.03,0.03,0,1
DWIGHT STREET,40.676891,-74.00806,2,0.03,0.03,0,2
MARTENSE AVENUE,40.73989,-73.857056,1,0.03,0.03,0,1
39 ST,40.747433,-73.92547,1,0.03,0.03,0,1
LANDIS AVENUE,40.60153,-74.06939,1,0.03,0.03,0,1
SEAVER WAY,40.755337,-73.84325,1,0.03,0.03,0,1
EAST AVENUE,40.83722,-73.859955,1,0.03,0.03,0,1
DAVIDSON STREET,40.63529,-74.1636,1,0.03,0.03,0,1
DIAMOND STREET,40.72516,-73.9466,1,0.03,0.03,0,1
BAY 20 STREET,40.606384,-74.00121,1,0.03,0.03,0,1
W 75 ST,40.781757,-73.98306,1,0.03,0.03,0,1
W 124 ST,40.808296,-73.94882,1,0.03,0.03,0,1
E 182 ST,40.85567,-73.89967,1,0.03,0.03,0,1
MACNISH STREET,40.74253,-73.88035,1,0.03,0.03,0,1
MATTHEWSON ROAD,40.852703,-73.921844,1,0.03,0.03,0,1
BEACH 92 STREET,40.58539,-73.81466,1,0.03,0.03,0,1
W 184 ST,40.849915,-73.929634,1,0.03,0.03,0,1
SAINT EDWARDS STREET,40.693436,-73.97784,1,0.03,0.03,0,1
WEST 67 STREET,40.77543,-73.98398,1,0.03,0.03,0,1
4 STREET,40.723032,-73.955848,2,0.03,0.03,0,2
MANTON STREET,40.709343,-73.8178,1,0.03,0.03,0,1
POWERS STREET,40.712215,-73.945724,1,0.03,0.03,0,1
FINDLAY AVE,40.83119,-73.91328,1,0.03,0.03,0,1
LENEVAR AVENUE,40.534248,-74.207695,2,0.03,0.03,0,2
73 AVE,40.726604,-73.81424,1,0.03,0.03,0,1
SAGAMORE STREET,40.848953,-73.868112,2,0.03,0.03,0,2
RAPELYE STREET,40.68093,-74.004944,1,0.03,0.03,0,1
AMBOY STREET,40.66402,-73.913205,2,0.03,0.03,0,2
STEUBEN AVENUE,40.879067,-73.881155,2,0.03,0.03,0,2
BENSON STREET,40.84121,-73.84484,1,0.03,0.03,0,1
PLAINVIEW AVE,40.597786,-73.753044,1,0.03,0.03,0,1
102 AVENUE,40.687859,-73.83064,2,0.03,0.03,0,2
BOYCE AVENUE,40.76265,-73.77755,1,0.03,0.03,0,1
134 ST,40.69468,-73.81428,1,0.03,0.03,0,1
WITHERS STREET,40.716965,-73.949005,1,0.03,0.03,0,1
LEDYARD PLACE,40.59552,-74.08378,1,0.03,0.03,0,1
CRAIG AVENUE,40.51107,-74.24669,1,0.03,0.03,0,1
129 AVENUE,40.677265,-73.778625,1,0.03,0.03,0,1
CYRUS AVENUE,40.588863,-73.92454,1,0.03,0.03,0,1
GRANT CIRCLE,40.833614,-73.860855,1,0.03,0.03,0,1
MONTAGUE TERRACE,40.694984,-73.9977,1,0.03,0.03,0,1
164 PLACE,40.715202,-73.801575,1,0.03,0.03,0,1
PITT STREET,40.71718,-73.98311,1,0.03,0.03,0,1
HAIGHT AVENUE,40.854664,-73.85707,1,0.03,0.03,0,1
LUDLUM AVENUE,40.70512,-73.767914,1,0.03,0.03,0,1
BRIGHTON 8 COURT,40.582634,-73.96,1,0.03,0.03,0,1
CROTONA PARKWAY,40.847837,-73.883175,2,0.03,0.03,0,2
HUNTINGTON AVENUE,40.815918,-73.82164,1,0.03,0.03,0,1
GERALD COURT,40.588722,-73.960464,1,0.03,0.03,0,1
W 44 ST,40.757936,-73.98743,2,0.03,0.03,0,2
HARPER AVENUE,40.8869,-73.83336,1,0.03,0.03,0,1
39 DRIVE,40.74686,-73.90968,1,0.03,0.03,0,1
FURMANVILLE AVENUE,40.72028,-73.86548,1,0.03,0.03,0,1
86 AVE,40.7318,-73.71708,1,0.03,0.03,0,1
CLEVELAND AVENUE,40.54638,-74.14727,1,0.03,0.03,0,1
EAST 208 STREET,40.88078,-73.88347,1,0.03,0.03,0,1
HAMPTON AVENUE,40.579887,-73.94772,1,0.03,0.03,0,1
ANDERSON STREET,40.615111,-74.069241,2,0.03,0.03,0,2
CHAPPELL STREET,40.637585,-74.119934,1,0.03,0.03,0,1
EVELETH ROAD,40.681089,-73.76284,2,0.03,0.03,0,2
BAY TERRACE,40.55381,-74.134995,1,0.03,0.03,0,1
WEST ST,40.729824,-74.0106,1,0.03,0.03,0,1
70 ST,40.739967,-73.89423,1,0.03,0.03,0,1
145 DRIVE,40.663788,-73.76554,1,0.03,0.03,0,1
131 ST,40.66626,-73.80861,1,0.03,0.03,0,1
82 ROAD,40.718525,-73.79954,1,0.03,0.03,0,1
SOBEL COURT,40.613777,-74.08359,1,0.03,0.03,0,1
ASPEN PLACE,40.71492,-73.79128,1,0.03,0.03,0,1
GRAMERCY PARK NORTH,40.738216,-73.98568,1,0.03,0.03,0,1
FINK AVENUE,40.843212,-73.83894,1,0.03,0.03,0,1
E 135 ST,40.812073,-73.936035,1,0.03,0.03,0,1
50 ST,40.645123,-74.010345,2,0.03,0.03,0,2
SHERMAN AVE,40.866314,-73.918594,1,0.03,0.03,0,1
SEWARD AVE,40.819376,-73.8615,2,0.03,0.03,0,2
HEATH AVENUE,40.87054,-73.9059,1,0.03,0.03,0,1
223 PLACE,40.747704,-73.75447,1,0.03,0.03,0,1
EAST 235 STREET,40.895943,-73.864572,2,0.03,0.03,0,2
BRINKERHOFF AVENUE,40.689964,-73.796776,1,0.03,0.03,0,1
VLEIGH PLACE,40.722765,-73.820858,2,0.03,0.03,0,2
CARLTON BOULEVARD,40.551056,-74.184364,1,0.03,0.03,0,1
W 133 ST,40.8188,-73.95602,1,0.03,0.03,0,1
VIRGINIA STREET,40.607597,-73.74339,2,0.03,0.03,0,2
E 169 ST,40.835297,-73.9129,1,0.03,0.03,0,1
COMMERCIAL STREET,40.736275,-73.95852,1,0.03,0.03,0,1
CANNON PLACE,40.88385,-73.89438,1,0.03,0.03,0,1
PILLING STREET,40.6866,-73.904976,1,0.03,0.03,0,1
MOTHER GASTON BOULEVARD,40.656826,-73.90357,1,0.03,0.03,0,1
83 AVE,40.712,-73.825455,1,0.03,0.03,0,1
SHEFFIELD AVENUE,40.669164,-73.896077,3,0.03,0.03,0,3
ARNOW PLACE,40.850273,-73.82767,1,0.03,0.03,0,1
SHORE AVENUE,40.69068,-73.804214,1,0.03,0.03,0,1
E 59 ST,40.628704,-73.91925,1,0.03,0.03,0,1
FRANKLIN ST,40.71745,-74.00353,1,0.03,0.03,0,1
HOWARD STREET,40.719936,-74.001434,1,0.03,0.03,0,1
MANIDA STREET,40.808437,-73.88682,1,0.03,0.03,0,1
CANAL PLACE,40.815872,-73.9257,1,0.03,0.03,0,1
AINSWORTH AVENUE,40.550434,-74.13608,1,0.03,0.03,0,1
PARK HILL AVE,40.617294,-74.08048,1,0.03,0.03,0,1
COLLEGE AVE,40.8375,-73.9106,1,0.03,0.03,0,1
PRESIDENT ST,40.683342,-74.00197,1,0.03,0.03,0,1
LOMBARDY STREET,40.72218,-73.938736,1,0.03,0.03,0,1
FLEET PLACE,40.692024,-73.9818,1,0.03,0.03,0,1
DENMAN STREET,40.747088,-73.875845,2,0.03,0.03,0,2
130 PLACE,40.66837,-73.80892,1,0.03,0.03,0,1
MACOMBS RD,40.844944,-73.9174,1,0.03,0.03,0,1
ELDER AVENUE,40.750985,-73.825742,2,0.03,0.03,0,2
NEEDHAM AVENUE,40.878475,-73.851395,1,0.03,0.03,0,1
WASHINGTON AVE,40.681118,-73.964424,1,0.03,0.03,0,1
MEADOW STREET,40.712963,-73.92761,1,0.03,0.03,0,1
CLEARVIEW EXPY,40.724693,-73.75409,1,0.03,0.03,0,1
POND PLACE,40.867958,-73.887695,1,0.03,0.03,0,1
W 123 ST,40.811268,-73.95781,1,0.03,0.03,0,1
YETMAN AVENUE,40.50918,-74.24344,1,0.03,0.03,0,1
IRVING PLACE,40.733963,-73.988785,1,0.03,0.03,0,1
157 ST,40.67318,-73.78102,1,0.03,0.03,0,1
126 PL,40.760178,-73.84397,1,0.03,0.03,0,1
LEGION STREET,40.6622,-73.91664,2,0.03,0.03,0,2
BRIGHTON 5 STREET,40.57741,-73.96237,1,0.03,0.03,0,1
BEACH 17 STREET,40.595135,-73.75321,1,0.03,0.03,0,1
OTSEGO STREET,40.674022,-74.010155,2,0.03,0.03,0,2
NEW YORK AVE,40.637617,-73.945245,2,0.03,0.03,0,2
WEST 174 STREET,40.846893,-73.92055,1,0.03,0.03,0,1
71 RD,40.722313,-73.838974,1,0.03,0.03,0,1
INGRAHAM STREET,40.70784,-73.92722,1,0.03,0.03,0,1
ELTINGVILLE BOULEVARD,40.54585,-74.164604,1,0.03,0.03,0,1
69 RD,40.721367,-73.848076,1,0.03,0.03,0,1
162 AVE,40.65295,-73.84702,1,0.03,0.03,0,1
BAYARD STREET,0.0,0.0,1,0.03,0.03,0,1
NORTHFIELD AVENUE,40.63656,-74.168236,1,0.03,0.03,0,1
ARVERNE BOULEVARD,40.59244,-73.78603,1,0.03,0.03,0,1
ROCKAWAY AVE,40.671356,-73.910296,4,0.03,0.03,0,4
BRABANT STREET,40.63215,-74.16525,1,0.03,0.03,0,1
BAY RIDGE AVE,40.621044,-73.99949,1,0.03,0.03,0,1
CONKLIN AVENUE,40.642754,-73.903773,3,0.03,0.03,0,3
WEST 239 STREET,40.889626,-73.911476,1,0.03,0.03,0,1
114 PLACE,40.669556,-73.82605,1,0.03,0.03,0,1
HOBART AVENUE,40.847332,-73.831375,1,0.03,0.03,0,1
EAST 154 STREET,40.818954,-73.91404,1,0.03,0.03,0,1
WEST 1 STREET,40.57645,-73.96979,1,0.03,0.03,0,1
BEACH 96 STREET,40.585304,-73.818054,1,0.03,0.03,0,1
E 180 ST,40.842617,-73.878174,1,0.03,0.03,0,1
E 175 ST,40.842285,-73.8925,1,0.03,0.03,0,1
69 LANE,40.720535,-73.88885,1,0.03,0.03,0,1
MORTON STREET,40.731464,-74.00314,1,0.03,0.03,0,1
BEACH 41 STREET,40.59332,-73.77272,1,0.03,0.03,0,1
NOBLE AVENUE,40.833687,-73.87068,2,0.03,0.03,0,2
52 DR,40.732174,-73.89585,1,0.03,0.03,0,1
MORNINGSIDE DRIVE,40.807083,-73.958662,2,0.03,0.03,0,2
SUFFOLK STREET,40.719337,-73.985916,1,0.03,0.03,0,1
HANOVER STREET,40.705307,-74.00903,1,0.03,0.03,0,1
SPARKHILL AVENUE,40.600834,-74.09622,1,0.03,0.03,0,1
NELSON STREET,40.677667,-74.002547,2,0.03,0.03,0,2
E 63 ST,40.76118,-73.9579,1,0.03,0.03,0,1
49 ST,40.735485,-73.917465,1,0.03,0.03,0,1
DILLON ST,40.68878,-73.78644,1,0.03,0.03,0,1
201 ST,40.713497,-73.75825,1,0.03,0.03,0,1
KEEGANS LN,40.55011,-74.13809,1,0.03,0.03,0,1
ASH AVENUE,40.759476,-73.81468,1,0.03,0.03,0,1
E 27 ST,40.742706,-73.98453,1,0.03,0.03,0,1
13 AVE,40.621464,-74.00622,1,0.03,0.03,0,1
W 11 ST,40.610447,-73.98496,1,0.03,0.03,0,1
FORREST STREET,40.700623,-73.93645,1,0.03,0.03,0,1
E 141 ST,40.80607,-73.90904,1,0.03,0.03,0,1
HUTCHINSON RVR PKWY ET 2 A SB,40.86089,-73.82835,1,0.03,0.03,0,1
JOHNSON ST,40.694817,-73.98327,1,0.03,0.03,0,1
CENTER BOULEVARD,40.744316,-73.958466,1,0.03,0.03,0,1
COOMBS STREET,40.672707,-73.758156,1,0.03,0.03,0,1
RING RD,40.578876,-74.16834,1,0.03,0.03,0,1
ROCKAWAY BEACH BLVD,40.587086,-73.81387,1,0.03,0.03,0,1
HERBERT STREET,40.7196,-73.94391,1,0.03,0.03,0,1
77 ST,40.617813,-74.00643,1,0.03,0.03,0,1
FERRIS STREET,40.679718,-74.01504,1,0.03,0.03,0,1
MARSDEN STREET,40.682663,-73.77589,1,0.03,0.03,0,1
SELWYN AVENUE,40.844883,-73.91028,1,0.03,0.03,0,1
WEST 74 STREET,40.779922,-73.98068,1,0.03,0.03,0,1
ROGERS PLACE,40.821003,-73.89787,1,0.03,0.03,0,1
EARHART LANE,40.861637,-73.82433,1,0.03,0.03,0,1
LURTING AVENUE,40.87125,-73.85662,1,0.03,0.03,0,1
70 RD,40.71077,-73.8528,1,0.03,0.03,0,1
BEACH 88 STREET,40.587337,-73.81306,1,0.03,0.03,0,1
LAMBERTS LANE,40.61526,-74.16017,1,0.03,0.03,0,1
34 AVE,40.758175,-73.92406,1,0.03,0.03,0,1
SAINT JAMES AVENUE,40.738934,-73.88012,1,0.03,0.03,0,1
DIERAUF STREET,40.561634,-74.178276,1,0.03,0.03,0,1
MILL STREET,40.676067,-74.00509,1,0.03,0.03,0,1
178 PL,40.684082,-73.764656,1,0.03,0.03,0,1
BEACH 44 STREET,40.593056,-73.77532,1,0.03,0.03,0,1
E 234 ST,40.89417,-73.85696,1,0.03,0.03,0,1
DIKEMAN STREET,40.678654,-74.01629,1,0.03,0.03,0,1
HOBART AVE,40.85169,-73.831055,1,0.03,0.03,0,1
PECK SLIP,40.707806,-74.00159,1,0.03,0.03,0,1
CATON AVE,40.647945,-73.9723,1,0.03,0.03,0,1
183 ST,40.66504,-73.76217,1,0.03,0.03,0,1
W 53 ST,40.76417,-73.98473,1,0.03,0.03,0,1
BARTOW AVE,40.86877,-73.83173,1,0.03,0.03,0,1
OCCIDENT AVENUE,40.629284,-74.083885,1,0.03,0.03,0,1
SOUTH AVE,40.621563,-74.16848,1,0.03,0.03,0,1
ADELPHI STREET,40.687637,-73.97077,1,0.03,0.03,0,1
SIGNS ROAD,40.60188,-74.16534,1,0.03,0.03,0,1
RAMBLEWOOD AVENUE,40.544144,-74.15364,1,0.03,0.03,0,1
